id,category,subcategory,food_name,local_name,aliases,serving_size,serving_unit,weight_g,calories_kcal,protein_g,carbohydrates_g,fat_g,dietary_fiber_g,total_sugars_g,saturated_fat_g,sodium_mg,cholesterol_mg,food_type,source,ingredients
734,Fruits,Fruits,Blackberries Raw,,"blackberries raw, blackberries-raw",100,g,100,62,2,13.8,0.7,7.6,7,0.1,50,0,Raw,curated,Blackberries
735,Fruits,Fruits,Blueberries,,"blueberries, blueberrieses, blueberry",100,g,100,84,1.1,21.4,0.5,3.6,14.7,0,15,0,Raw,curated,Blueberries
736,Fruits,Fruits,Boysenberries Frozen,,"boysenberries frozen, boysenberries-frozen",100,g,100,66,1.5,16.1,0.3,7,9.1,0,64,0,Raw,curated,Boysenberries
737,Fruits,Fruits,Cantaloupe Melon,,"cantaloupe melon, cantaloupe melons, cantaloupe-melon, kharbooja",100,g,100,60,1.5,14.4,0.3,1.6,13.9,0.1,87,0,Raw,curated,Cantaloupe Melon
738,Fruits,Fruits,Carambola Starfruit,,"carambola starfruit, carambola starfruits, carambola-starfruit",100,g,100,26,0.9,5.7,0.3,2.4,3.4,0.1,47,0,Raw,curated,Carambola Starfruit
739,Fruits,Fruits,Carob,,"carob, carobs",100,g,100,135,2,14.1,7.8,1,8.5,7.3,15,0,Raw,curated,Carob
740,Fruits,Fruits,Casaba Melon,,"casaba melon, casaba melons, casaba-melon",100,g,100,48,1.9,11.2,0.2,1.5,9.7,0,57,0,Raw,curated,Casaba Melon
741,Fruits,Fruits,Cherimoya,,"cherimoya, cherimoyas",100,g,100,176,3.7,41.6,1.6,7.1,30.2,0.5,61,0,Raw,curated,Cherimoya
742,Fruits,Fruits,Cherries,,"cherries, cherrieses, cherry",100,g,100,5,0.1,1.3,0.1,0.2,1,0.1,0,0,Raw,curated,Cherries
743,Fruits,Fruits,Chokecherries,,"chokecherries, chokecherrieses, chokecherry",100,g,100,249,4.7,51.8,2.6,30.8,14.4,0,78,0,Raw,curated,Chokecherries
744,Fruits,Fruits,Clementine,,"clementine, clementines",100,g,100,35,0.6,8.9,0.1,1.3,6.8,0,44,0,Raw,curated,Clementine
745,Fruits,Fruits,Coconut Meat Dried,,"coconut meat dried, coconut-meat-dried, nariyal",100,g,100,187,1.9,6.7,18.3,4.6,2.1,16.2,58,0,Raw,curated,Coconut
746,Fruits,Fruits,Coconut Water,,"coconut water, coconut waters, coconut-water, nariyal",100,g,100,46,1.7,8.9,0.5,2.6,6.3,0.4,300,0,Raw,curated,Coconut
747,Fruits,Fruits,Crab Apple,,"crab apple, crab apples, crab-apple, seb",100,g,100,84,0.4,21.9,0.3,0,0,0.1,30,0,Raw,curated,Crab
748,Fruits,Fruits,Cranberries,,"cranberries, cranberrieses, cranberry",100,g,100,21,0.2,5.4,0,1.6,1.9,0.1,30,0,Raw,curated,Cranberries
749,Fruits,Fruits,Cranberries Dried,,"cranberries dried, cranberries-dried",100,g,100,370,0.1,98.8,1.6,6.8,78,0.1,37,0,Raw,curated,Cranberries
750,Fruits,Fruits,Cranberry Beans Canned,,"cranberry beans canned, cranberry-beans-canned",100,g,100,216,14.4,39.3,0.7,16.4,0,0.2,900,0,Meals / Prepared Food,curated,Green Beans
751,Fruits,Fruits,Cranberry Beans Cooked,,"cranberry beans cooked, cranberry-beans-cooked",100,g,100,241,16.5,43.3,0.8,17.7,0,0.2,400,0,Meals / Prepared Food,curated,Green Beans
752,Fruits,Fruits,Durian,,"durian, durians",100,g,100,51,0.5,9.5,1.9,1.3,0,0,79,0,Raw,curated,Durian
753,Fruits,Fruits,Elderberries,,"elderberries, elderberrieses, elderberry",100,g,100,106,1,26.7,0.7,10.2,0,0,42,0,Raw,curated,Elderberries
754,Fruits,Fruits,Figs,,"figs, anjeer, fig, figses",100,g,100,37,0.4,9.6,0.2,1.5,8.1,0.1,49,0,Raw,curated,Figs
755,Fruits,Fruits,Figs Canned,,"figs canned, anjeer, figs-canned",100,g,100,14,0.1,3.8,0,0.6,3.2,0.1,49,0,Meals / Prepared Food,curated,Figs
756,Fruits,Fruits,Figs Dried,,"figs dried, anjeer, figs-dried",100,g,100,21,0.3,5.4,0,0.8,4,0,91,0,Raw,curated,Figs
757,Fruits,Fruits,Fruit Cocktail Canned,,"fruit cocktail canned, fruit-cocktail-canned",100,g,100,109,1.1,28.1,0.1,2.4,25.7,0,59,0,Meals / Prepared Food,curated,Fruit Cocktail
758,Fruits,Fruits,Fruit Leather,,"fruit leather, fruit leathers, fruit-leather",100,g,100,52,0,12,0.4,0,6.9,0,0,0,Raw,curated,Fruit Leather
759,Fruits,Fruits,Fruit Salad Canned,,"fruit salad canned, fruit-salad-canned",100,g,100,125,1.3,32.5,0,2.5,0,0.1,69,0,Meals / Prepared Food,curated,Fruit Salad
760,Fruits,Fruits,Golden Delicious Apple,,"golden delicious apple, golden delicious apples, golden-delicious-apple, seb",100,g,100,62,0.3,14.8,0.2,2.6,10.9,0,34,0,Raw,curated,Golden Delicious Apple
761,Fruits,Fruits,Gooseberries,,"gooseberries, gooseberrieses, gooseberry",100,g,100,66,1.3,15.3,0.9,6.5,0,0,74,0,Raw,curated,Gooseberries
762,Fruits,Fruits,Gooseberries Canned,,"gooseberries canned, gooseberries-canned",100,g,100,184,1.6,47.3,0.5,6,0,0,97,0,Meals / Prepared Food,curated,Gooseberries
763,Fruits,Fruits,Grape Leaves,,"grape leaves, angoor, grape leav, grape leaveses, grape-leaves",100,g,100,13,0.8,2.4,0.3,1.5,0.9,0.1,5,0,Raw,curated,Grape Leaves
764,Fruits,Fruits,Grape Leaves Canned,,"grape leaves canned, angoor, grape-leaves-canned",100,g,100,20,1.2,3.3,0.6,2.8,0,0.1,800,0,Meals / Prepared Food,curated,Grape Leaves
765,Fruits,Fruits,Grapefruit,,"grapefruit, angoor, grapefruits",100,g,100,53,1,13.3,0.2,2,8.6,0.1,0,0,Raw,curated,Grapefruit
766,Fruits,Fruits,Grapefruit Canned,,"grapefruit canned, angoor, grapefruit-canned",100,g,100,88,1.4,22.3,0.2,1,21.4,0.1,91,0,Meals / Prepared Food,curated,Grapefruit
767,Fruits,Fruits,Grapes,,"grapes, angoor, grap, grapeses",100,g,100,3,0,0.9,0,0.1,0.8,0,9,0,Raw,curated,Grapes
768,Fruits,Fruits,Grapes Canned,,"grapes canned, angoor, grapes-canned",100,g,100,98,1.2,25.2,0.3,1.5,23.8,0,22,0,Meals / Prepared Food,curated,Grapes
769,Fruits,Fruits,Groundcherries,,"groundcherries, groundcherrieses, groundcherry",100,g,100,74,2.7,15.7,1,0,0,0,0,0,Raw,curated,Groundcherries
770,Fruits,Fruits,Guava,,"guava, amrud, guavas",100,g,100,37,1.4,7.9,0.5,3,4.9,0.1,56,0,Raw,curated,Guava
771,Fruits,Fruits,Heidelbeeren Jutro,,"heidelbeeren jutro, heidelbeeren jutros, heidelbeeren-jutro",100,g,100,17,0,0.4,0.2,0,0,0,0,0,Raw,curated,Heidelbeeren Jutro
772,Fruits,Fruits,Honeydew Melon,,"honeydew melon, honeydew melons, honeydew-melon",100,g,100,64,1,16.1,0.2,1.4,14.4,0.1,62,0,Raw,curated,Honeydew Melon
773,Fruits,Fruits,Horned Melon Kiwano,,"horned melon kiwano, horned melon kiwanos, horned-melon-kiwano",100,g,100,92,3.7,15.8,2.6,0,0,0,95,0,Raw,curated,Horned Melon Kiwano
774,Fruits,Fruits,Jackfruit,,"jackfruit, jackfruits, kathal",100,g,100,33,0.6,8.1,0.2,0.5,6.7,0.1,94,0,Raw,curated,Jackfruit
775,Fruits,Fruits,Japanese Persimmon,,"japanese persimmon, japanese persimmons, japanese-persimmon",100,g,100,118,1,31.2,0.3,6,21.1,0.1,67,0,Raw,curated,Japanese Persimmon
776,Fruits,Fruits,Japanese Persimmon Dried,,"japanese persimmon dried, japanese-persimmon-dried",100,g,100,93,0.5,25,0.2,4.9,0,0,2,0,Raw,curated,Japanese Persimmon
777,Fruits,Fruits,Java Plum,,"java plum, aloo bukhara, jamun, java plums, java-plum",100,g,100,2,0,0.5,0,0,0,0,63,0,Raw,curated,Potato
778,Fruits,Fruits,Jeijoa,,"jeijoa, jeijoas",100,g,100,148,1.7,37,1,15.6,19.9,0.3,41,0,Raw,curated,Jeijoa
779,Fruits,Fruits,Kiwifruit Gold,,"kiwifruit gold, kiwifruit golds, kiwifruit-gold",100,g,100,51,0.8,12.8,0.2,1.1,10,0,46,0,Raw,curated,Kiwifruit Gold
780,Fruits,Fruits,Kiwifruit Green,,"kiwifruit green, kiwifruit greens, kiwifruit-green",100,g,100,42,0.8,10.1,0.4,2.1,6.2,0.1,96,0,Raw,curated,Kiwifruit Green
781,Fruits,Fruits,Kumquat,,"kumquat, kumquats",100,g,100,13,0.4,3,0.2,1.2,1.8,0.1,18,0,Raw,curated,Kumquat
782,Fruits,Fruits,Lemon Peel,,"lemon peel, lemon peels, lemon-peel, nimbu",100,g,100,1,0,0.3,0,0.2,0.1,0.1,28,0,Raw,curated,Lemon Peel
783,Fruits,Fruits,Lemons,,"lemons, lemon, lemonses",100,g,100,17,0.6,5.4,0.2,1.6,1.5,0.1,45,0,Raw,curated,Lemons
784,Fruits,Fruits,Lime,,"lime, limes, nimbu",100,g,100,20,0.5,7.1,0.1,1.9,1.1,0.1,82,0,Raw,curated,Lime
785,Fruits,Fruits,Loganberries,,"loganberries, loganberrieses, loganberry",100,g,100,81,2.2,19.1,0.5,7.8,11.3,0.1,60,0,Raw,curated,Loganberries
786,Fruits,Fruits,Longan,,"longan, longans",100,g,100,2,0,0.5,0.1,0.1,0,0,0,0,Raw,curated,Longan
787,Fruits,Fruits,Longans Dried,,"longans dried, longans-dried",100,g,100,5,0,1.3,0.1,0,0,0,18,0,Raw,curated,Longans
788,Fruits,Fruits,Loquats,,"loquats, loquat, loquatses",100,g,100,9,0.1,2.4,0.1,0.3,0,0.1,53,0,Raw,curated,Loquats
789,Fruits,Fruits,Lychee,,"lychee, litchi, lychees",100,g,100,6,0,1.6,0,0.1,1.5,0.1,29,0,Raw,curated,Lychee
790,Fruits,Fruits,Lychee Dried,,"lychee dried, litchi, lychee-dried",100,g,100,7,0,1.8,0,0.1,1.7,0.1,49,0,Raw,curated,Lychee
791,Fruits,Fruits,Mamey Sapote,,"mamey sapote, mamey sapotes, mamey-sapote",100,g,100,217,2.5,56.2,0.8,9.5,35.2,0.3,8,0,Raw,curated,Mamey Sapote
792,Fruits,Fruits,Mango,,"mango, aam, mangos",100,g,100,202,2.8,50.3,1.3,5.4,45.9,0.3,27,0,Raw,curated,Mango
793,Fruits,Fruits,Mangosteen Canned,,"mangosteen canned, mangosteen-canned",100,g,100,143,0.8,35.1,1.1,3.5,0,0,24,0,Meals / Prepared Food,curated,Mangosteen
794,Fruits,Fruits,Maraschino Cherries,,"maraschino cherries, maraschino cherrieses, maraschino cherry, maraschino-cherries",100,g,100,8,0.1,2.1,0.1,0.2,1.9,0.1,72,0,Raw,curated,Maraschino Cherries
795,Fruits,Fruits,Melon Balls,,"melon balls, melon ball, melon ballses, melon-balls",100,g,100,57,1.5,13.7,0.4,1.2,0,0.1,22,0,Raw,curated,Melon Balls
796,Fruits,Fruits,Mulberries,,"mulberries, mulberrieses, mulberry",100,g,100,6,0.2,1.5,0,0.3,1.2,0,21,0,Raw,curated,Mulberries
797,Fruits,Fruits,Muscadine Grapes,,"muscadine grapes, angoor, muscadine grap, muscadine grapeses, muscadine-grapes",100,g,100,3,0,0.8,0.1,0.2,0,0,24,0,Raw,curated,Muscadine Grapes
798,Fruits,Fruits,Nance,,"nance, nances",100,g,100,82,0.7,19,1.3,8.4,9.3,0,39,0,Raw,curated,Nance
799,Fruits,Fruits,Naranjilla Lulo Pulp,,"naranjilla lulo pulp, naranjilla lulo pulps, naranjilla-lulo-pulp",100,g,100,30,0.5,7.1,0.3,1.3,4.5,0,44,0,Raw,curated,Naranjilla Lulo Pulp
800,Fruits,Fruits,Nectarine,,"nectarine, nectarines",100,g,100,66,1.6,15.8,0.5,2.6,11.8,0.1,0,0,Raw,curated,Nectarine
801,Fruits,Fruits,Ohelo Berries,,"ohelo berries, ohelo berrieses, ohelo berry, ohelo-berries",100,g,100,39,0.5,9.6,0.3,0,0,0,68,0,Raw,curated,Ohelo Berries
802,Fruits,Fruits,Orange,,"orange, oranges, santra",100,g,100,86,1.7,21.6,0.2,4.4,17.2,0,0,0,Raw,curated,Orange
803,Fruits,Fruits,Orange Marmalade,,"orange marmalade, orange marmalades, orange-marmalade, santra, santray ka murabba",100,g,100,76.6,0.3,19.6,0.1,1,18.5,0,9,0,Raw,curated,Orange Marmalade
804,Fruits,Fruits,Orange Peel,,"orange peel, orange peels, orange-peel, santra",100,g,100,6,0.1,1.5,0,0.6,0,0,23,0,Raw,curated,Orange Peel
805,Fruits,Fruits,Orange Roughy Cooked,,"orange roughy cooked, orange-roughy-cooked, santra",100,g,100,30,6.4,0,0.3,0,0,0,79,23,Meals / Prepared Food,curated,Orange Roughy
806,Fruits,Fruits,Orange Roughy Raw,,"orange roughy raw, orange-roughy-raw, santra",100,g,100,22,4.6,0,0.2,0,0,0.1,63,17,Raw,curated,Orange Roughy
807,Fruits,Fruits,Orange with Peel,,"orange with peel, orange with peels, orange-with-peel, santra",100,g,100,100,2.1,24.6,0.5,7.2,0,0,28,0,Meals / Prepared Food,curated,Orange with Peel
808,Fruits,Fruits,Papaya,,"papaya, papayas, papita",100,g,100,62,0.7,15.7,0.4,2.5,11.3,0.1,4,0,Raw,curated,Papaya
809,Fruits,Fruits,Papaya Canned,,"papaya canned, papaya-canned, papita",100,g,100,80,0,21.8,0.2,0.6,20.4,0.1,75,0,Meals / Prepared Food,curated,Papaya
810,Fruits,Fruits,Passion Fruit,,"passion fruit, passion fruits, passion-fruit",100,g,100,17,0.4,4.2,0.1,1.9,2,0.1,72,0,Raw,curated,Passion Fruit
811,Fruits,Fruits,Peach,,"peach, peaches",100,g,100,59,1.4,14.3,0.4,2.3,12.6,0,0,0,Raw,curated,Peach
812,Fruits,Fruits,Peach Canned,,"peach canned, peach-canned",100,g,100,110,1.6,28.9,0.1,3.3,25.7,0,6,0,Meals / Prepared Food,curated,Peach
813,Fruits,Fruits,Peach Dried,,"peach dried, peach-dried",100,g,100,199,3,50.8,0.6,7,43.8,0.1,59,0,Raw,curated,Peach
814,Fruits,Fruits,Pear,,"pear, nashpati, pears",100,g,100,101,0.6,27.1,0.2,5.5,17.4,0,70,0,Raw,curated,Pear
815,Fruits,Fruits,Pear Canned,,"pear canned, nashpati, pear-canned",100,g,100,38,0.3,9.8,0,1.2,7.4,0.1,88,0,Meals / Prepared Food,curated,Pear
816,Fruits,Fruits,Pear Dried,,"pear dried, nashpati, pear-dried",100,g,100,94,0.7,25.1,0.2,2.7,22.4,0,74,0,Raw,curated,Pear
817,Fruits,Fruits,Persimmon,,"persimmon, persimmons",100,g,100,32,0.2,8.4,0.1,0,0,0,24,0,Raw,curated,Persimmon
818,Fruits,Fruits,Pesca,,"pesca, pescas",100,g,100,30,0,0,0.1,0,0,6.1,0,0,Raw,curated,Pesca
819,Fruits,Fruits,Pineapple,,"pineapple, ananas, pineapples",100,g,100,45,0.5,11.8,0.1,1.3,8.9,0.1,99,0,Raw,curated,Pineapple
820,Fruits,Fruits,Pineapples Canned,,"pineapples canned, ananas, pineapples-canned",100,g,100,28,0.2,7.4,0,0.4,6.8,0.1,60,0,Meals / Prepared Food,curated,Pineapples
821,Fruits,Fruits,Pink Lady Apple,,"pink lady apple, pink lady apples, pink-lady-apple, seb",100,g,100,18,0.1,3.9,0.1,0,0,0,0,0,Raw,curated,Pink Lady Apple
822,Fruits,Fruits,Plum,,"plum, aloo bukhara, plums",100,g,100,30,0.5,7.5,0.2,0.9,6.5,0.1,0,0,Raw,curated,Potato
823,Fruits,Fruits,Pom Potes Materne,,"pom potes materne, pom potes maternes, pom-potes-materne",100,g,100,19,0,0.2,0.2,0,0.1,0.2,0,0,Raw,curated,Pom Potes Materne
824,Fruits,Fruits,Pomegranate,,"pomegranate, anar, pomegranates",100,g,100,117,2.4,26.4,1.6,5.6,19.3,0.2,42,0,Raw,curated,Pomegranate
825,Fruits,Fruits,Prickly Pear,,"prickly pear, nashpati, prickly pears, prickly-pear",100,g,100,42,0.8,9.9,0.5,3.7,0,0,44,0,Raw,curated,Prickly Pear
826,Fruits,Fruits,Prickly Pear Cooked,,"prickly pear cooked, nashpati, prickly-pear-cooked",100,g,100,7,0.1,1.6,0,0,0,0,0,0,Meals / Prepared Food,curated,Prickly Pear
827,Fruits,Fruits,Prickly Pear Raw,,"prickly pear raw, nashpati, prickly-pear-raw",100,g,100,8,0,1.9,0.1,1,0.2,0,65,0,Raw,curated,Prickly Pear
828,Fruits,Fruits,Prune Plums Canned,,"prune plums canned, prune-plums-canned",100,g,100,27,0.2,7,0.1,0.4,6.5,0,55,0,Meals / Prepared Food,curated,Prune Plums
829,Fruits,Fruits,Prune Plums Dried,,"prune plums dried, prune-plums-dried",100,g,100,308,2.7,81.5,0.5,9.4,0,0,11,0,Raw,curated,Prune Plums
830,Fruits,Fruits,Prune Puree,,"prune puree, prune purees, prune-puree",100,g,100,46,0.4,11.7,0,0.6,7,0,36,0,Meals / Prepared Food,curated,Prune Puree
831,Fruits,Fruits,Prunes,,"prunes, prun, pruneses",100,g,100,237,2.6,62.3,0.5,0,0,0.1,76,0,Raw,curated,Prunes
832,Fruits,Fruits,Prunes Canned,,"prunes canned, prunes-canned",100,g,100,246,2,65.1,0.5,8.9,0,0.1,44,0,Meals / Prepared Food,curated,Prunes
833,Fruits,Fruits,Prunes Stewed,,"prunes stewed, prunes steweds, prunes-stewed",100,g,100,316,3.4,83.2,0.7,0,0,0.1,39,0,Meals / Prepared Food,curated,Prunes Stewed
834,Fruits,Fruits,Pummelo,,"pummelo, pummelos",100,g,100,48,1,12,0.1,1.3,0,0,94,0,Raw,curated,Pummelo
835,Fruits,Fruits,Quince,,"quince, quinces",100,g,100,52,0.4,14.1,0,1.7,0,0,81,0,Raw,curated,Quince
836,Fruits,Fruits,Raisins,,"raisins, kishmish, raisin, raisinses",100,g,100,90,1,23.8,0.1,1.4,19.6,0,25,0,Raw,curated,Raisins
837,Fruits,Fruits,Rambutan Canned,,"rambutan canned, rambutan-canned",100,g,100,175,1.4,44.7,0.4,1.9,0,0,51,0,Meals / Prepared Food,curated,Rambutan
838,Fruits,Fruits,Raspberries,,"raspberries, raspberrieses, raspberry",100,g,100,5,0.1,1.2,0,0.7,0.4,0,54,0,Raw,curated,Raspberries
839,Fruits,Fruits,Raspberries Canned,,"raspberries canned, raspberries-canned",100,g,100,233,2.1,59.8,0.3,8.4,51.4,0.1,13,0,Meals / Prepared Food,curated,Raspberries
840,Fruits,Fruits,Red White Currants,,"red white currants, red white currant, red white currantses, red-white-currants",100,g,100,63,1.6,15.5,0.2,4.8,8.3,0,56,0,Raw,curated,Red White Currants
841,Fruits,Fruits,Rowan,,"rowan, rowans",100,g,100,253,5.2,54.5,4.6,14.1,32.1,0.6,83,0,Raw,curated,Rowan
842,Fruits,Fruits,Sapodilla,,"sapodilla, sapodillas",100,g,100,141,0.7,33.9,1.9,9,0,0.3,80,0,Raw,curated,Sapodilla
843,Fruits,Fruits,Sour Cherries,,"sour cherries, sour cherrieses, sour cherry, sour-cherries",100,g,100,52,1,12.5,0.3,1.6,8.7,0.1,71,0,Raw,curated,Sour Cherries
844,Fruits,Fruits,Sour Cherries Canned,,"sour cherries canned, sour-cherries-canned",100,g,100,189,1.9,48.6,0.3,2,0,0,73,0,Meals / Prepared Food,curated,Sour Cherries
845,Fruits,Fruits,Soursop,,"soursop, soursops",100,g,100,149,2.3,37.9,0.7,7.4,30.5,0.1,24,0,Raw,curated,Soursop
846,Fruits,Fruits,Strawberries,,"strawberries, strawberrieses, strawberry",100,g,100,4,0,0.9,0.1,0.2,0.6,0.1,68,0,Raw,curated,Strawberries
847,Fruits,Fruits,Strawberries Canned,,"strawberries canned, strawberries-canned",100,g,100,234,1.4,59.8,0.7,4.3,55.4,0.1,24,0,Meals / Prepared Food,curated,Strawberries
848,Fruits,Fruits,Strawberry Guava,,"strawberry guava, amrud, strawberry guavas, strawberry-guava",100,g,100,4,0,1,0,0.3,0,0,59,0,Raw,curated,Strawberry Guava
849,Fruits,Fruits,Strawberry Topping,,"strawberry topping, strawberry toppings, strawberry-topping",100,g,100,53,0,13.9,0.1,0.1,5.7,0.1,99,0,Raw,curated,Strawberry Topping
850,Fruits,Fruits,Surinam Cherry Pitanga,,"surinam cherry pitanga, surinam cherry pitangas, surinam-cherry-pitanga",100,g,100,2,0,0.5,0.1,0,0,0,100,0,Raw,curated,Surinam Cherry Pitanga
851,Fruits,Fruits,Tamarinds,,"tamarinds, imli, tamarind, tamarindses",100,g,100,5,0.1,1.3,0,0.1,0.8,0,7,0,Raw,curated,Tamarind
852,Fruits,Fruits,Tangerine,,"tangerine, tangerines",100,g,100,40,0.6,10.1,0.2,1.4,8,0.1,56,0,Raw,curated,Tangerine
853,Fruits,Fruits,Tangerines Canned,,"tangerines canned, tangerines-canned",100,g,100,92,1.5,23.8,0.1,1.7,22.1,0.1,22,0,Meals / Prepared Food,curated,Tangerines
854,Fruits,Fruits,Vanilla Bluberry Bar Kind,,"vanilla bluberry bar kind, vanilla bluberry bar kinds, vanilla-bluberry-bar-kind",100,g,100,49,0,0.9,1.4,0,0.1,8.4,0,0,Raw,curated,Vanilla Bluberry Bar Kind
855,Fruits,Fruits,White Grapefruit,,"white grapefruit, angoor, white grapefruits, white-grapefruit",100,g,100,78,1.6,19.8,0.2,2.6,17.3,0.1,0,0,Raw,curated,White Grapefruit
856,Fruits,Fruits,Wild Plum,,"wild plum, aloo bukhara, wild plums, wild-plum",100,g,100,147,0.7,35.3,0.3,9.7,17.1,0,47,0,Raw,curated,Potato
857,Fruits,Fruits,Wild Raspberries,,"wild raspberries, wild raspberrieses, wild raspberry, wild-raspberries",100,g,100,81,1.5,18,0.4,9.8,7.2,0,90,0,Raw,curated,Wild Raspberries
858,Grains & Cereals,"Cereal, Flour & Grains",Amaranth Cooked,,"amaranth cooked, amaranth-cooked",100,g,100,251,9.3,46,3.9,5.2,0,0,95,0,Meals / Prepared Food,curated,Amaranth
859,Grains & Cereals,"Cereal, Flour & Grains",Amaranth Flakes,,"amaranth flakes, amaranth flak, amaranth flakeses, amaranth-flakes",100,g,100,134,5.9,27,2.7,3.6,0.2,0.5,67,0,Raw,curated,Amaranth Flakes
860,Grains & Cereals,"Cereal, Flour & Grains",Amaranth Leaves,,"amaranth leaves, amaranth leav, amaranth leaveses, amaranth-leaves",100,g,100,6,0.7,1.1,0.1,0,0,0.1,71,0,Raw,curated,Amaranth Leaves
861,Grains & Cereals,"Cereal, Flour & Grains",Amaranth Raw,,"amaranth raw, amaranth-raw",100,g,100,37,1.4,6.5,0.7,0.7,0.2,0.1,77,0,Raw,curated,Amaranth
862,Grains & Cereals,"Cereal, Flour & Grains",Arrowroot,,"arrowroot, arrowroots",100,g,100,78,5.1,16.1,0.2,1.6,0,0.1,52,0,Raw,curated,Arrowroot
863,Grains & Cereals,"Cereal, Flour & Grains",Bakers Yeast,,"bakers yeast, bakers yeasts, bakers-yeast",100,g,100,18,1.4,3.1,0.3,1.4,0,0.1,66,0,Raw,curated,Bakers Yeast
864,Grains & Cereals,"Cereal, Flour & Grains",Bakers Yeast Dry,,"bakers yeast dry, bakers yeast dries, bakers-yeast-dry",100,g,100,13,1.6,1.6,0.3,1.1,0,0.1,81,0,Raw,curated,Bakers Yeast Dry
865,Grains & Cereals,"Cereal, Flour & Grains",Barley Cooked,,"barley cooked, barley-cooked, jau",100,g,100,193,3.5,44.3,0.7,6,0.4,0.1,64,0,Meals / Prepared Food,curated,Barley
866,Grains & Cereals,"Cereal, Flour & Grains",Barley Raw,,"barley raw, barley-raw, jau",100,g,100,42,1.2,9.3,0.1,1.9,0.1,0,16,0,Raw,curated,Barley
867,Grains & Cereals,"Cereal, Flour & Grains",Bran Flakes,,"bran flakes, bran flak, bran flakeses, bran-flakes",100,g,100,131,4,32.2,0.8,7.3,7.4,0.2,200,0,Raw,curated,Bran Flakes
868,Grains & Cereals,"Cereal, Flour & Grains",Bran Flakes Asda,,"bran flakes asda, bran flakes asdas, bran-flakes-asda",100,g,100,109,0,0.2,0.6,0,0,0.2,0,0,Raw,curated,Bran Flakes Asda
869,Grains & Cereals,"Cereal, Flour & Grains",Buckwheat Cooked,,"buckwheat cooked, buckwheat-cooked",100,g,100,155,5.7,33.5,1,4.5,1.5,0.2,53,0,Meals / Prepared Food,curated,Buckwheat
870,Grains & Cereals,"Cereal, Flour & Grains",Buckwheat Flour,,"buckwheat flour, buckwheat flours, buckwheat-flour",100,g,100,402,15.1,84.7,3.7,12,3.1,0.8,33,0,Raw,curated,Buckwheat Flour
871,Grains & Cereals,"Cereal, Flour & Grains",Buckwheat Raw,,"buckwheat raw, buckwheat-raw",100,g,100,41,1.6,8.6,0.4,1.2,0,0,54,0,Raw,curated,Buckwheat
872,Grains & Cereals,"Cereal, Flour & Grains",Bulgur Cooked,,"bulgur cooked, bulgur-cooked",100,g,100,151,5.6,33.8,0.4,8.2,0.2,0.1,49,0,Meals / Prepared Food,curated,Bulgur
873,Grains & Cereals,"Cereal, Flour & Grains",Bulgur Dry,,"bulgur dry, bulgur dries, bulgur-dry",100,g,100,171,6.1,37.9,0.7,9.2,0.2,0.1,71,0,Raw,curated,Bulgur Dry
